"Supplementary Table 1: Journal articles included in the data set, showing numbers of compounds and assays extracted from each and ChEMBL document identifiers."						
						
Source	Number compounds	Number assays	Number activities	Protocol 1	Protocol 2	ChEMBL document identifier
"Med Chem Res (2012), 21(10), 3161-3169 (DOI:10.1007/s00044-011-9851-6)"	21	28	278	Manual data extraction	Data standardisation and curation	CHEMBL3044698
"J Agric Food Chem (2000), 48(7), 2995-3002 (PMID:10898655)"	29	8	118	Manual data extraction	Data standardisation and curation	CHEMBL3044699
"Med Chem Res (2012), 21(11), 3767-3776 (DOI:10.1007/s00044-011-9904-x)"	8	2	8	Manual data extraction	Data standardisation and curation	CHEMBL3044700
"Med Chem Res (2012), 21(10), 2969-2974 (DOI:10.1007/s00044-011-9830-y)"	13	9	59	Manual data extraction	Data standardisation and curation	CHEMBL3044701
"J Agric Food Chem (2008), 56(22), 10799-10804 (PMID:18959411)"	34	12	132	Manual data extraction	Data standardisation and curation	CHEMBL3044702
"Crop Protection (2007), 26(3), 278-284 (DOI:10.1016/j.cropro.2005.07.015)"	28	12	95	Manual data extraction	Data standardisation and curation	CHEMBL3044703
"Med Chem Res (2011), 20(7), 1074-1080 (DOI:10.1007/s00044-010-9436-9)"	3	14	17	Manual data extraction	Data standardisation and curation	CHEMBL3044704
"Molecules (2012), 17(12), 13989-14001 (PMID:23183889)"	9	8	72	Manual data extraction	Data standardisation and curation	CHEMBL3044705
"J Agric Food Chem (2003), 51(21), 6165-6172 (PMID:14518939)"	15	16	169	Manual data extraction	Data standardisation and curation	CHEMBL3044706
"Med Chem Res (2013), 22(6), 2665-2676 (DOI:10.1007/s00044-012-0269-6)"	15	22	205	Manual data extraction	Data standardisation and curation	CHEMBL3044707
"Bioorg. Med. Chem. Lett. (2012), 22(22), 6858-6861 (PMID:23044368)"	11	10	68	Manual data extraction	Data standardisation and curation	CHEMBL3044708
"J Agric Food Chem (2002), 50(15), 4310-4316 (PMID:12105963)"	10	36	233	Manual data extraction	Data standardisation and curation	CHEMBL3044709
"J Agric Food Chem (2010), 58(2), 828-834 (PMID:20000774)"	5	4	9	Manual data extraction	Data standardisation and curation	CHEMBL3044710
"Med Chem Res (2013), 22(5), 2266-2272 (DOI:10.1007/s00044-012-0220-x)"	4	6	18	Manual data extraction	Data standardisation and curation	CHEMBL3044711
"Biochem Syst Ecol (2012), 44(), 333-337 (DOI:10.1016/j.bse.2012.06.004)"	5	17	85	Manual data extraction	Data standardisation and curation	CHEMBL3044712
"Med Chem Res (2012), 21(9), 2208-2216 (DOI:10.1007/s00044-011-9743-9)"	15	18	136	Manual data extraction	Data standardisation and curation	CHEMBL3044713
"Med Chem Res (2011), 20(1), 47-54 (DOI:10.1007/s00044-009-9281-x)"	12	5	37	Manual data extraction	Data standardisation and curation	CHEMBL3044714
"Med Chem Res (2012), 21(7), 1313-1321 (DOI:10.1007/s00044-011-9646-9)"	20	2	40	Manual data extraction	Data standardisation and curation	CHEMBL3044715
"J Agric Food Chem (2011), 59(7), 2887-2896 (PMID:20718435)"	67	15	104	Manual data extraction	Data standardisation and curation	CHEMBL3044716
"Med Chem Res (2013), 22(5), 2476-2485 (DOI:10.1007/s00044-012-0242-4)"	15	4	60	Manual data extraction	Data standardisation and curation	CHEMBL3044717
"Crop Protection (2013), 43(), 146-156 (DOI:10.1016/j.cropro.2012.09.015)"	10	33	158	Manual data extraction	Data standardisation and curation	CHEMBL3044718
"Med Chem Res (2012), 21(9), 2465-2475 (DOI:10.1007/s00044-011-9774-2)"	8	6	48	Manual data extraction	Data standardisation and curation	CHEMBL3044719
"J Agric Food Chem (2007), 55(26), 10656-10663 (PMID:18044832)"	7	25	86	Manual data extraction	Data standardisation and curation	CHEMBL3044720
"Med Chem Res (2011), 20(9), 1704-1712 (DOI:10.1007/s00044-010-9497-9)"	4	1	4	Manual data extraction	Data standardisation and curation	CHEMBL3044721
"J Agric Food Chem (2002), 50(3), 473-476 (PMID:11804515)"	4	4	11	Manual data extraction	Data standardisation and curation	CHEMBL3044722
"J Agric Food Chem (2004), 52(11), 3345-3349 (PMID:15161195)"	3	12	23	Manual data extraction	Data standardisation and curation	CHEMBL3044723
"Pest Manag Sci (2010), 66(2), 147-154 (PMID:19757481)"	3	8	36	Manual data extraction	Data standardisation and curation	CHEMBL3044724
"Med Chem Res (2010), 19(7), 629-642 (DOI:10.1007/s00044-009-9218-4)"	7	4	28	Manual data extraction	Data standardisation and curation	CHEMBL3044725
"J Pesticide Sci (2001), 26(2), 121-126 (DOI:10.1584/jpestics.26.121)"	40	6	70	Manual data extraction	Data standardisation and curation	CHEMBL3044726
"Med Chem Res (2012), 21(12), 4129-4138 (DOI:10.1007/s00044-011-9944-2)"	12	27	186	Manual data extraction	Data standardisation and curation	CHEMBL3044727
"J Agric Food Chem (2010), 58(5), 2664-2667 (PMID:19961182)"	38	14	329	Manual data extraction	Data standardisation and curation	CHEMBL3044728
"J Agric Food Chem (2007), 55(23), 9365-9372 (PMID:17927202)"	106	1	106	Manual data extraction	Data standardisation and curation	CHEMBL3044729
"Med Chem Res (2012), 21(8), 1557-1576 (DOI:10.1007/s00044-011-9664-7)"	26	26	505	Manual data extraction	Data standardisation and curation	CHEMBL3044730
"Met Based Drugs (1994), 1(1), 1-17 (PMID:18476213)"	36	4	66	Manual data extraction	Data standardisation and curation	CHEMBL3044731
"Biosci. Biotechnol. Biochem. (2003), 67(12), 2614-2620 (PMID:14730140)"	2	21	22	Manual data extraction	Data standardisation and curation	CHEMBL3044732
"Bioorg Chem (2009), 37(4), 101-105 (PMID:19481235)"	10	3	30	Manual data extraction	Data standardisation and curation	CHEMBL3044733
"Lett Appl Microbiol (2006), 43(2), 143-148 (PMID:16869896)"	4	18	66	Manual data extraction	Data standardisation and curation	CHEMBL3044734
"Med Chem Res (2011), 20(9), 1515-1522 (DOI:10.1007/s00044-010-9402-6)"	12	2	22	Manual data extraction	Data standardisation and curation	CHEMBL3044735
"Med Chem Res (2013), 22(9), 4075-4086 (DOI:10.1007/s00044-012-0395-1)"	13	45	603	Manual data extraction	Data standardisation and curation	CHEMBL3044736
"Med Chem Res (2009), 18(7), 538-544 (DOI:10.1007/s00044-008-9147-7)"	2	8	14	Manual data extraction	Data standardisation and curation	CHEMBL3044737
"Med Chem Res (2011), 20(9), 1465-1472 (DOI:10.1007/s00044-010-9387-1)"	10	2	20	Manual data extraction	Data standardisation and curation	CHEMBL3044738
"Med Chem Res (2013), 22(1), 267-277 (DOI:10.1007/s00044-012-0025-y)"	18	4	72	Manual data extraction	Data standardisation and curation	CHEMBL3044739
"Med Chem Res (2012), 21(8), 2064-2071 (DOI:10.1007/s00044-011-9730-1)"	16	20	286	Manual data extraction	Data standardisation and curation	CHEMBL3044740
"Med Chem Res (2013), 22(12), 5752-5763 (DOI:10.1007/s00044-013-0567-7)"	33	85	730	Manual data extraction	Data standardisation and curation	CHEMBL3044741
"Biochem Syst Ecol (2004), 32(1), 15-25 (DOI:10.1016/S0305-1978(03)00160-1)"	21	4	84	Manual data extraction	Data standardisation and curation	CHEMBL3044742
"J Pesticide Sci (2003), 28(3), 293-300 (DOI:10.1584/jpestics.28.293)"	20	6	75	Manual data extraction	Data standardisation and curation	CHEMBL3044743
"J Agric Food Chem (2002), 50(24), 7029-7033 (PMID:12428955)"	19	27	135	Manual data extraction	Data standardisation and curation	CHEMBL3044744
"Med Chem Res (2013), 22(4), 1925-1937 (DOI:10.1007/s00044-012-0195-7)"	31	7	203	Manual data extraction	Data standardisation and curation	CHEMBL3044745
"Med Chem Res (2013), 22(11), 5390-5407 (DOI:10.1007/s00044-013-0499-2)"	61	1	61	Manual data extraction	Data standardisation and curation	CHEMBL3044746
"Med Chem Res (2013), 22(11), 5141-5152 (DOI:10.1007/s00044-013-0485-8)"	43	6	103	Manual data extraction	Data standardisation and curation	CHEMBL3044747
"Tetrahedron (2008), 64(8), 1612-1619 (DOI:10.1016/j.tet.2007.12.010)"	4	7	13	Manual data extraction	Data standardisation and curation	CHEMBL3044748
"Med Chem Res (2013), 22(11), 5120-5128 (DOI:10.1007/s00044-013-0516-5)"	4	37	42	Manual data extraction	Data standardisation and curation	CHEMBL3044749
"Biosci. Biotechnol. Biochem. (2002), 66(2), 422-425 (PMID:11999420)"	25	2	50	Manual data extraction	Data standardisation and curation	CHEMBL3044750
"Med Chem Res (2012), 21(9), 2630-2643 (DOI:10.1007/s00044-011-9786-y)"	22	11	165	Manual data extraction	Data standardisation and curation	CHEMBL3044751
"Pest Manag Sci (2009), 65(1), 47-51 (PMID:18785219)"	2	1	4	Manual data extraction	Data standardisation and curation	CHEMBL3044752
"Med Chem Res (2004), 13(1), 63-73 (DOI:10.1007/s00044-004-0010-1)"	4	96	150	Manual data extraction	Data standardisation and curation	CHEMBL3044753
"Pest Manag Sci (2010), 66(7), 718-724 (PMID:20205209)"	1	21	21	Manual data extraction	Data standardisation and curation	CHEMBL3044754
"J Agric Food Chem (2010), 58(13), 7846-7855 (PMID:20557096)"	58	24	926	Manual data extraction	Data standardisation and curation	CHEMBL3044755
"Crop Protection (2009), 28(8), 655-661 (DOI:10.1016/j.cropro.2009.03.012)"	1	6	6	Manual data extraction	Data standardisation and curation	CHEMBL3044756
"Med Chem Res (2013), 22(6), 2975-2983 (DOI:10.1007/s00044-012-0314-5)"	13	10	81	Manual data extraction	Data standardisation and curation	CHEMBL3044757
"Crop Protection (2011), 30(1), 70-73 (DOI:10.1016/j.cropro.2010.08.021)"	2	12	12	Manual data extraction	Data standardisation and curation	CHEMBL3044758
"Agric Biol Chem (1991), 55(12), 3075-3084 (DOI:10.1271/bbb1961.55.3075)"	8	2	8	Manual data extraction	Data standardisation and curation	CHEMBL3044759
"J Agric Food Chem (2010), 58(5), 2736-2740 (PMID:20014763)"	16	23	51	Manual data extraction	Data standardisation and curation	CHEMBL3044760
"J Pesticide Sci (1994), 19(1), 39-42 (DOI:10.1584/jpestics.19.39)"	1	54	54	Manual data extraction	Data standardisation and curation	CHEMBL3044761
"Med Chem Res (2005), 14(2), 74-105 (DOI:10.1007/s00044-005-0126-y)"	14	9	75	Manual data extraction	Data standardisation and curation	CHEMBL3044762
"Biosci. Biotechnol. Biochem. (1996), 60(8), 1368-1371 (DOI:10.1271/bbb.60.1368)"	7	177	306	Manual data extraction	Data standardisation and curation	CHEMBL3044763
"Bioorg. Med. Chem. Lett. (2010), 20(11), 3348-3351 (PMID:20452764)"	17	12	177	Manual data extraction	Data standardisation and curation	CHEMBL3044764
"Med Chem Res (2010), 19(9), 1121-1140 (DOI:10.1007/s00044-009-9257-x)"	30	6	88	Manual data extraction	Data standardisation and curation	CHEMBL3044765
"Med Chem Res (2012), 21(10), 2744-2748 (DOI:10.1007/s00044-011-9802-2)"	8	5	35	Manual data extraction	Data standardisation and curation	CHEMBL3044766
"Med Chem Res (2012), 21(12), 4261-4273 (DOI:10.1007/s00044-011-9962-0)"	10	3	22	Manual data extraction	Data standardisation and curation	CHEMBL3044767
"Biochem Syst Ecol (1997), 25(3), 189-193 (DOI:10.1016/S0305-1978(96)00100-7)"	9	2	18	Manual data extraction	Data standardisation and curation	CHEMBL3044768
"Chemosphere (1994), 28(10), 1791-1794 (DOI:10.1016/0045-6535(94)90026-4)"	1	1	1	Manual data extraction	Data standardisation and curation	CHEMBL3044769
"Med Chem Res (2011), 20(9), 1611-1615 (DOI:10.1007/s00044-010-9405-3)"	3	10	15	Manual data extraction	Data standardisation and curation	CHEMBL3044770
"Med Chem Res (2013), 22(9), 4522-4528 (DOI:10.1007/s00044-012-0458-3)"	12	4	48	Manual data extraction	Data standardisation and curation	CHEMBL3044771
"Med Chem Res (2010), 19(2), 177-185 (DOI:10.1007/s00044-009-9182-z)"	33	1	66	Manual data extraction	Data standardisation and curation	CHEMBL3044772
"J Agric Food Chem (2011), 59(15), 8193-8198 (PMID:21728333)"	10	3	30	Manual data extraction	Data standardisation and curation	CHEMBL3044773
"Pest Manag Sci (2011), 67(3), 287-293 (PMID:21308954)"	12	4	32	Manual data extraction	Data standardisation and curation	CHEMBL3044774
"Med Chem Res (2013), 22(12), 5948-5960 (DOI:10.1007/s00044-013-0585-5)"	142	1	142	Manual data extraction	Data standardisation and curation	CHEMBL3044775
"Med Chem Res (2012), 21(12), 4311-4323 (DOI:10.1007/s00044-012-9969-1)"	24	9	156	Manual data extraction	Data standardisation and curation	CHEMBL3044776
"Crop Protection (2011), 30(7), 789-793 (DOI:10.1016/j.cropro.2011.03.026)"	1	10	10	Manual data extraction	Data standardisation and curation	CHEMBL3044777
"Crop Protection (2012), 32(), 83-89 (DOI:10.1016/j.cropro.2011.10.005)"	2	55	58	Manual data extraction	Data standardisation and curation	CHEMBL3044778
"Pest Manag Sci (2010), 66(7), 794-800 (PMID:20533380)"	7	163	165	Manual data extraction	Data standardisation and curation	CHEMBL3044779
"Biosci. Biotechnol. Biochem. (1993), 57(8), 1389-1390 (DOI:10.1271/bbb.57.1389)"	21	4	84	Manual data extraction	Data standardisation and curation	CHEMBL3044780
"Carbohydr Res (2011), 346(14), 2200-2205 (PMID:21861991)"	7	1	7	Manual data extraction	Data standardisation and curation	CHEMBL3044781
"J Agric Food Chem (2004), 52(10), 2997-3001 (PMID:15137845)"	12	12	71	Manual data extraction	Data standardisation and curation	CHEMBL3044782
"Pest Manag Sci (2009), 65(7), 823-830 (PMID:19378265)"	7	51	122	Manual data extraction	Data standardisation and curation	CHEMBL3044783
"J Pesticide Sci (2001), 26(3), 236-243 (DOI:10.1584/jpestics.26.236)"	8	21	99	Manual data extraction	Data standardisation and curation	CHEMBL3044784
"J Agric Food Chem (2005), 53(20), 7741-7748 (PMID:16190626)"	4	23	71	Manual data extraction	Data standardisation and curation	CHEMBL3044785
"J Pesticide Sci (2007), 32(1), 49-52 (DOI:10.1584/jpestics.G06-44)"	11	5	38	Manual data extraction	Data standardisation and curation	CHEMBL3044786
"J Pesticide Sci (1996), 21(4), 425-429 (DOI:10.1584/jpestics.21.425)"	4	20	20	Manual data extraction	Data standardisation and curation	CHEMBL3044787
"J Agric Food Chem (2013), 61(10), 2479-2488 (PMID:23398199)"	50	70	357	Manual data extraction	Data standardisation and curation	CHEMBL3044788
"Crop Protection (2006), 25(12), 1221-1226 (DOI:10.1016/j.cropro.2005.09.017)"	1	269	269	Manual data extraction	Data standardisation and curation	CHEMBL3044789
"Med Chem Res (2012), 21(12), 4158-4167 (DOI:10.1007/s00044-011-9961-1)"	2	23	23	Manual data extraction	Data standardisation and curation	CHEMBL3044790
"Med Chem Res (2005), 14(6), 347-368 (DOI:10.1007/s00044-006-0141-7)"	14	2	19	Manual data extraction	Data standardisation and curation	CHEMBL3044791
"Med Chem Res (2010), 19(7), 617-628 (DOI:10.1007/s00044-009-9217-5)"	6	13	33	Manual data extraction	Data standardisation and curation	CHEMBL3044792
"Med Chem Res (2012), 21(10), 2955-2960 (DOI:10.1007/s00044-011-9825-8)"	1	12	12	Manual data extraction	Data standardisation and curation	CHEMBL3044793
"Fitoterapia (2000), 71(4), 317-320 (DOI:10.1016/S0367-326X(99)00155-0)"	9	2	18	Manual data extraction	Data standardisation and curation	CHEMBL3044794
"Med Chem Res (2013), 22(2), 841-851 (DOI:10.1007/s00044-012-0076-0)"	26	17	371	Manual data extraction	Data standardisation and curation	CHEMBL3044795
"Med Chem Res (2013), 22(11), 5610-5616 (DOI:10.1007/s00044-013-0552-1)"	7	5	29	Manual data extraction	Data standardisation and curation	CHEMBL3044796
"Crop Protection (2008), 27(1), 90-95 (DOI:10.1016/j.cropro.2007.04.010)"	2	17	17	Manual data extraction	Data standardisation and curation	CHEMBL3044797
"Crop Protection (2009), 28(7), 573-576 (DOI:10.1016/j.cropro.2009.03.003)"	1	4	4	Manual data extraction	Data standardisation and curation	CHEMBL3044798
"Pest Manag Sci (2012), 68(6), 858-864 (PMID:22262495)"	8	76	94	Manual data extraction	Data standardisation and curation	CHEMBL3044799
"Med Chem Res (2012), 21(12), 4002-4009 (DOI:10.1007/s00044-011-9925-5)"	32	4	36	Manual data extraction	Data standardisation and curation	CHEMBL3044800
"Med Chem Res (2011), 20(3), 364-369 (DOI:10.1007/s00044-010-9334-1)"	18	15	102	Manual data extraction	Data standardisation and curation	CHEMBL3044801
"Med Chem Res (2011), 20(8), 1318-1324 (DOI:10.1007/s00044-010-9474-3)"	7	6	30	Manual data extraction	Data standardisation and curation	CHEMBL3044802
"Pest Manag Sci (2013), 69(2), 278-284 (PMID:22933369)"	2	12	18	Manual data extraction	Data standardisation and curation	CHEMBL3044803
"J Pesticide Sci (1991), 16(2), 267-269 (DOI:10.1584/jpestics.16.267)"	9	5	42	Manual data extraction	Data standardisation and curation	CHEMBL3044804
"Crop Protection (2009), 28(2), 151-154 (DOI:10.1016/j.cropro.2008.09.009)"	3	3	3	Manual data extraction	Data standardisation and curation	CHEMBL3044805
"Pest Manag Sci (2012), 68(9), 1248-1254 (PMID:22488875)"	1	20	20	Manual data extraction	Data standardisation and curation	CHEMBL3044806
"J Agric Food Chem (2009), 57(21), 10107-10115 (PMID:19886678)"	16	22	258	Manual data extraction	Data standardisation and curation	CHEMBL3044807
"Pest Manag Sci (2011), 67(11), 1375-1385 (PMID:21800409)"	17	21	43	Manual data extraction	Data standardisation and curation	CHEMBL3044808
"J Agric Food Chem (2007), 55(8), 3004-3010 (PMID:17371044)"	22	14	161	Manual data extraction	Data standardisation and curation	CHEMBL3044809
"J Pesticide Sci (2007), 32(1), 42-44 (DOI:10.1584/jpestics.G06-05)"	20	11	220	Manual data extraction	Data standardisation and curation	CHEMBL3044810
"Pest Manag Sci (2009), 65(10), 1140-1146 (PMID:19548292)"	3	77	77	Manual data extraction	Data standardisation and curation	CHEMBL3044811
"Med Chem Res (2011), 20(9), 1713-1723 (DOI:10.1007/s00044-010-9499-7)"	28	1	28	Manual data extraction	Data standardisation and curation	CHEMBL3044812
"Med Chem Res (2012), 21(7), 1334-1340 (DOI:10.1007/s00044-011-9649-6)"	2	12	14	Manual data extraction	Data standardisation and curation	CHEMBL3044813
"Biochem Syst Ecol (1999), 27(7), 673-679 (DOI:10.1016/S0305-1978(98)00131-8)"	15	2	30	Manual data extraction	Data standardisation and curation	CHEMBL3044814
"Med Chem Res (2011), 20(6), 790-793 (DOI:10.1007/s00044-010-9409-z)"	4	2	8	Manual data extraction	Data standardisation and curation	CHEMBL3044815
"J Pesticide Sci (2002), 27(3), 272-274 (DOI:10.1584/jpestics.27.272)"	8	8	42	Manual data extraction	Data standardisation and curation	CHEMBL3044816
"J Agric Food Chem (2000), 48(2), 503-506 (PMID:10691665)"	2	1	2	Manual data extraction	Data standardisation and curation	CHEMBL3044817
"Pest Manag Sci (2013), 69(1), 15-26 (PMID:23073993)"	19	25	251	Manual data extraction	Data standardisation and curation	CHEMBL3044818
"J Agric Food Chem (2009), 57(16), 7417-7421 (PMID:19630386)"	13	1	13	Manual data extraction	Data standardisation and curation	CHEMBL3044819
"J Pesticide Sci (1996), 21(1), 31-35 (DOI:10.1584/jpestics.21.31)"	83	3	167	Manual data extraction	Data standardisation and curation	CHEMBL3044820
"Med Chem Res (2013), 22(6), 2954-2963 (DOI:10.1007/s00044-012-0301-x)"	21	7	129	Manual data extraction	Data standardisation and curation	CHEMBL3044821
"J Pesticide Sci (1998), 23(2), 145-147 (DOI:10.1584/jpestics.23.145)"	26	3	35	Manual data extraction	Data standardisation and curation	CHEMBL3044822
"Med Chem Res (2012), 21(11), 3581-3590 (DOI:10.1007/s00044-011-9895-7)"	19	7	84	Manual data extraction	Data standardisation and curation	CHEMBL3044823
"J Pesticide Sci (2001), 26(4), 393-398 (DOI:10.1584/jpestics.26.393)"	28	4	63	Manual data extraction	Data standardisation and curation	CHEMBL3044824
"Med Chem Res (2011), 20(7), 1054-1067 (DOI:10.1007/s00044-010-9443-x)"	74	10	687	Manual data extraction	Data standardisation and curation	CHEMBL3044825
"Med Chem Res (2013), 22(11), 5566-5577 (DOI:10.1007/s00044-013-0546-z)"	12	56	654	Manual data extraction	Data standardisation and curation	CHEMBL3044826
"Med Chem Res (2008), 17(9), 578-586 (DOI:10.1007/s00044-008-9099-y)"	10	13	78	Manual data extraction	Data standardisation and curation	CHEMBL3044827
"J Agric Food Chem (2010), 58(5), 2668-2672 (PMID:20102200)"	27	1	27	Manual data extraction	Data standardisation and curation	CHEMBL3044828
"Med Chem Res (2013), 22(10), 4700-4707 (DOI:10.1007/s00044-013-0472-0)"	21	15	206	Manual data extraction	Data standardisation and curation	CHEMBL3044829
